	0
ENOG4106P6K	3
ENOG4107UN6	6
ENOG4108MD9	1
ENOG4106TIR	3
ENOG4106TIS	3
ENOG4107VEI	4
ENOG4105E43	12
ENOG41086TA	4
ENOG410797J	3
ENOG4105JV6	1
ENOG4108Z24	6
ENOG4105SUX	2
ENOG4106TIY	1
ENOG4105SUY	14
ENOG4107IWI	3
ENOG4105JV0	2
ENOG41086TG	9
ENOG41086F6	8
ENOG4107UN3	1
ENOG4106UPR	1
ENOG4107I3A	1
ENOG41086TF	7
ENOG4105JV8	2
ENOG4105SUU	4
ENOG4106ZTU	7
ENOG4108RSK	1
ENOG4106ZTW	2
ENOG4106ZTV	5
ENOG4108RSN	5
ENOG4107DFG	14
ENOG4106ZTS	13
ENOG4107YBX	5
ENOG4106G4P	4
ENOG4106G4Q	4
ENOG4106G4R	3
ENOG4107YBT	3
ENOG4106ZTY	4
ENOG4106G4U	2
ENOG4106G4V	4
ENOG4107YBP	5
ENOG4107DFR	3
ENOG4107YBN	10
ENOG4108RSX	5
ENOG4108RSY	7
ENOG4107DFV	8
ENOG4106G4M	2
ENOG4107YBI	3
ENOG4107DFU	4
ENOG4107DFZ	5
ENOG4108RSS	2
ENOG4108RSP	3
ENOG4106G4C	12
ENOG4106G4D	2
ENOG4106G4E	7
ENOG4106ZTK	3
ENOG4106ZTJ	14
ENOG4105R4T	9
ENOG4105R4U	7
ENOG4105R4V	3
ENOG4105R4W	3
ENOG4108BRA	7
ENOG4105R4Q	3
ENOG4105R4R	6
ENOG4105R4S	5
ENOG4108BRM	3
ENOG4108BRN	2
ENOG4105R4X	4
ENOG4108BRH	2
ENOG4108BRK	3
ENOG4108BRJ	5
ENOG4108BRU	2
ENOG4108BRT	2
ENOG4105R4F	2
ENOG4108BRV	6
ENOG4108BRQ	4
ENOG4105R4A	2
ENOG4108BRS	4
ENOG4108BRR	3
ENOG4105R4M	14
ENOG4105R4N	3
ENOG4105R4H	12
ENOG4105R4I	9
ENOG4105R4J	4
ENOG4105R4K	2
ENOG4105R44	2
ENOG4105R45	4
ENOG4105R46	1
ENOG4105R47	2
ENOG4105R40	3
ENOG4105R41	2
ENOG4105R42	5
ENOG4105R43	2
ENOG4108KQ8	11
ENOG4105R48	6
ENOG4105R49	3
ENOG4108BR5	2
ENOG4108BR4	1
ENOG4108BR7	7
ENOG4108BR6	2
ENOG4108BR0	1
ENOG4108BR3	1
ENOG4108BR2	2
ENOG4108BR9	11
ENOG4108BR8	2
ENOG4106G48	3
ENOG4106G49	4
ENOG4106ZT7	3
ENOG4106ZT6	2
ENOG4106ZT1	4
ENOG4106ZT0	4
ENOG4106ZT3	4
ENOG4107YB8	1
ENOG4107YB7	6
ENOG4107YB6	6
ENOG4107YB5	4
ENOG4106G43	14
ENOG4106G44	6
ENOG4106G45	4
ENOG4106G46	6
ENOG4107YB0	1
ENOG4107DF2	6
ENOG4107DF3	2
ENOG4108RS8	5
ENOG4108RS9	6
ENOG4107DF6	2
ENOG4107DF7	6
ENOG4107DF4	5
ENOG4107DF5	2
ENOG4108RS2	9
ENOG4108RS3	3
ENOG4107DF8	6
ENOG4108RS1	3
ENOG4108RS6	14
ENOG4108RS7	1
ENOG4108RS4	3
ENOG4108RS5	4
ENOG4108XIF	15
ENOG4108XIG	4
ENOG4108XID	1
ENOG4108XIE	14
ENOG4108XIB	4
ENOG4108XIC	2
ENOG41067EZ	3
ENOG4108XIA	3
ENOG4107B4V	14
ENOG4107B4W	8
ENOG4107B4T	3
ENOG4107B4U	5
ENOG4107B4R	4
ENOG4107B4S	4
ENOG4108XIH	1
ENOG4108XII	2
ENOG4108XIV	4
ENOG4108XIW	7
ENOG4108XIT	6
ENOG4107B4M	3
ENOG4107B4J	15
ENOG4107B4K	12
ENOG4107B4H	3
ENOG4108XIQ	2
ENOG4107B4F	6
ENOG4107B4G	6
ENOG4107B4D	10
ENOG4107B4E	9
ENOG4108XIZ	8
ENOG4108XIX	11
ENOG4108XIY	1
ENOG4106TBA	2
ENOG4106TBC	8
ENOG4108KQ5	10
ENOG4106TBE	8
ENOG41063KH	4
ENOG4106TBG	1
ENOG4106TBF	5
ENOG4106TBI	3
ENOG41063KD	4
ENOG41063KG	1
ENOG4106TBJ	3
ENOG4106TBM	6
ENOG41063KC	2
ENOG41063KB	6
ENOG4106TBP	5
ENOG4106TBS	7
ENOG4106TBR	1
ENOG4106TBU	4
ENOG41063KX	5
ENOG4106TBW	3
ENOG4106TBV	2
ENOG4106TBY	3
ENOG41063KT	3
ENOG41063KW	6
ENOG41063KV	5
ENOG4106HKM	5
ENOG41063KP	4
ENOG41063KS	7
ENOG41063KR	5
ENOG410610R	5
ENOG4106RHW	4
ENOG4106TVF	2
ENOG410610S	1
ENOG410610P	7
ENOG4106IKW	1
ENOG410673T	2
ENOG4106TB1	10
ENOG4106TB0	6
ENOG4106TB3	3
ENOG4106TB2	1
ENOG4106TB5	5
ENOG4106TB4	4
ENOG4106TB7	2
ENOG41085UZ	2
ENOG41063K5	5
ENOG4106TB8	2
ENOG41063K7	6
ENOG41063K6	4
ENOG41063K1	2
ENOG41063K0	7
ENOG41063K3	3
ENOG410610W	8
ENOG410610T	14
ENOG4107B48	4
ENOG4107B49	10
ENOG4107B46	7
ENOG4107B47	4
ENOG4107B44	5
ENOG4107B45	8
ENOG41089P7	4
ENOG4107B43	1
ENOG4107B40	2
ENOG4107B41	3
ENOG4108XI6	13
ENOG4108XI7	6
ENOG4108XI4	4
ENOG4108XI5	2
ENOG4108XI2	14
ENOG4108XI3	12
ENOG4108XI0	6
ENOG4108XI1	4
ENOG4108XI8	4
ENOG4108QTU	2
ENOG4106EG3	3
ENOG4106EG1	4
ENOG4106EG0	4
ENOG4106EG7	4
ENOG4106EG6	3
ENOG4106EG5	4
ENOG4107K3H	4
ENOG4106NVY	2
ENOG4106EG9	15
ENOG4106EG8	3
ENOG4108QTV	3
ENOG4106VND	2
ENOG4108MD7	1
ENOG41081JU	3
ENOG4108VVR	5
ENOG41090PV	2
ENOG41068UX	3
ENOG4108VVM	1
ENOG4107VEJ	1
ENOG4108CS3	2
ENOG4106EGC	4
ENOG4106EGB	4
ENOG4106EGA	2
ENOG4106EGG	5
ENOG4106EGF	7
ENOG4106EGE	2
ENOG4106EGD	8
ENOG4106EGK	1
ENOG4106EGJ	5
ENOG4106EGI	3
ENOG4106EGH	3
ENOG4106EGN	5
ENOG4106EGM	1
ENOG4106EGS	4
ENOG4106EGR	5
ENOG4106EGQ	6
ENOG4106EGP	3
ENOG4106EGW	6
ENOG4106EGV	3
ENOG41067ER	3
ENOG4106EGT	13
ENOG4106EGZ	4
ENOG4106EGY	5
ENOG4106EGX	3
ENOG41069IC	2
ENOG4108Y7Q	3
ENOG4108Y7S	10
ENOG4108Y7R	4
ENOG4108Y7U	4
ENOG4108Y7T	4
ENOG4108Y7W	1
ENOG4108Y7V	1
ENOG4108Y7Y	1
ENOG4108Y7X	5
ENOG4108Y7Z	2
ENOG41065A4	3
ENOG4108Y7A	2
ENOG4108Y7C	3
ENOG4108Y7E	3
ENOG4108Y7D	1
ENOG4108Y7G	3
ENOG4108Y7F	4
ENOG4108Y7I	2
ENOG4108Y7H	6
ENOG4108Y7K	7
ENOG4108Y7M	1
ENOG4106QX3	1
ENOG4108Y7N	2
ENOG4107YTN	3
ENOG4107XVK	3
ENOG4108VVN	3
ENOG41067EP	2
ENOG4108VVI	2
ENOG41083EY	2
ENOG4108ETS	3
ENOG4108Y71	5
ENOG4108Y70	1
ENOG4108Y73	7
ENOG4108Y72	2
ENOG4108Y75	13
ENOG4108Y74	4
ENOG4108Y77	2
ENOG4108Y76	14
ENOG4108Y79	2
ENOG4108Y78	3
ENOG4107I33	5
ENOG4106FCN	2
ENOG4105SUJ	7
ENOG4105SUK	5
ENOG4105SUH	3
ENOG4105SUI	1
ENOG4105SUN	2
ENOG4105SUM	3
ENOG4105SUB	7
ENOG4105SUC	14
ENOG4105SUA	8
ENOG4105SUF	4
ENOG4105SUG	8
ENOG4105SUD	5
ENOG4105SUZ	10
ENOG4105JV7	4
ENOG4105JV4	7
ENOG4105JV5	13
ENOG4105JV2	2
ENOG4105JV3	1
ENOG41066YM	4
ENOG4105JV1	5
ENOG4105SUR	7
ENOG4105SUS	12
ENOG4105SUP	11
ENOG4105SUQ	3
ENOG4105SUV	7
ENOG4105SUW	7
ENOG4105SUT	1
ENOG4105JV9	2
ENOG4105JVF	1
ENOG4105JVG	3
ENOG4105JVD	1
ENOG4105JVE	3
ENOG4105JVB	4
ENOG4105JVC	6
ENOG4105JVA	3
ENOG4105JVN	3
ENOG4105JVM	6
ENOG4105JVJ	1
ENOG4105JVH	5
ENOG4105JVV	3
ENOG4105JVW	1
ENOG4105JVT	3
ENOG4105JVU	3
ENOG4105JVR	1
ENOG4105JVS	3
ENOG4105JVP	6
ENOG4105JVQ	13
ENOG4105SU2	3
ENOG4105SU3	6
ENOG4105SU0	7
ENOG4105SU1	1
ENOG4105SU6	4
ENOG4105SU7	4
ENOG4105SU4	3
ENOG4105SU5	3
ENOG4105GD5	3
ENOG4108CFM	5
ENOG41080XU	1
ENOG4108CFN	3
ENOG410620T	1
ENOG4105MH9	4
ENOG4108VVF	8
ENOG41086TJ	2
ENOG4108CFI	3
ENOG4105TT2	13
ENOG4105TT3	3
ENOG4105TT0	3
ENOG4105TT1	14
ENOG4105TT6	3
ENOG4105TT7	4
ENOG4105TT4	3
ENOG4105TT5	5
ENOG4105TT8	7
ENOG4105TT9	3
ENOG41066YA	1
ENOG4105CT5	8
ENOG4105CT4	15
ENOG4105CT7	14
ENOG4105CT6	7
ENOG4105CT1	10
ENOG4105CT0	4
ENOG4105CT3	1
ENOG4105CT2	15
ENOG4105CT9	15
ENOG4105CT8	15
ENOG4105CTE	8
ENOG4105TTS	3
ENOG4105TTP	2
ENOG4105TTQ	2
ENOG4105TTV	6
ENOG4105TTT	10
ENOG4105CTB	15
ENOG4105CTM	10
ENOG4105TTX	4
ENOG4105TTY	8
ENOG4105CTI	5
ENOG4105CTH	1
ENOG4105CTK	15
ENOG4105CTJ	15
ENOG4105CTU	11
ENOG4105TTC	6
ENOG4105CTW	3
ENOG4105CTV	15
ENOG4105TTF	3
ENOG4105CTP	14
ENOG4105CTS	15
ENOG4105TTE	7
ENOG4105TTJ	3
ENOG4105TTH	4
ENOG4105TTI	3
ENOG4105TTN	5
ENOG4105CTX	15
ENOG4105TTM	4
ENOG4108GPR	2
ENOG4106TVP	2
ENOG4106FCE	4
ENOG4106CZP	4
ENOG4105KEI	2
ENOG4106Z1F	3
ENOG4106Z1G	3
ENOG4106Z1D	1
ENOG4106Z1E	3
ENOG4106Z1B	7
ENOG4106Z1C	1
ENOG4105CTD	14
ENOG4106Z1N	8
ENOG4105NG7	8
ENOG4106Z1J	5
ENOG4105CTG	12
ENOG4106Z1H	5
ENOG4106Z1I	11
ENOG4106Z1V	10
ENOG4106Z1W	2
ENOG4106Z1T	15
ENOG4105CTF	15
ENOG4106Z1R	4
ENOG4106Z1S	4
ENOG4106Z1P	9
ENOG4106Z1Q	3
ENOG4105CTA	2
ENOG4106Z1Z	1
ENOG4106Z1X	7
ENOG4106Z1Y	8
ENOG4108Q9C	2
ENOG4108Q9B	15
ENOG4108Q9A	5
ENOG4108Q9G	4
ENOG4105CTC	15
ENOG4108Q9E	2
ENOG4108Q9D	10
ENOG4108Q9K	2
ENOG4105NG6	4
ENOG4105TTU	4
ENOG4106P9P	1
ENOG4108Q9N	2
ENOG4108Q9M	2
ENOG4108Q9S	7
ENOG4108Q9R	4
ENOG4108Q9Q	6
ENOG4108Q9P	2
ENOG4108Q9W	2
ENOG4108Q9V	5
ENOG4108Q9U	3
ENOG4108Q9T	1
ENOG4108Q9Z	2
ENOG4108Q9Y	2
ENOG4108GPQ	1
ENOG4105CTN	3
ENOG4106EYX	3
ENOG4108Q93	6
ENOG4108Q92	7
ENOG4108Q91	12
ENOG4108Q90	3
ENOG4108Q97	3
ENOG4108Q96	9
ENOG4108Q95	8
ENOG4108Q94	1
ENOG4108Q99	8
ENOG4108Q98	12
ENOG4105TTB	1
ENOG4105CTT	2
ENOG4106FCY	2
ENOG4106Z16	5
ENOG4106Z17	6
ENOG4106Z15	3
ENOG4106Z12	1
ENOG4106Z13	3
ENOG4106Z10	2
ENOG41066JJ	11
ENOG4105CTQ	15
ENOG4106EYS	1
ENOG4106Z18	4
ENOG4105TTG	2
ENOG4107WID	3
ENOG4107WIE	3
ENOG4107WIF	3
ENOG4106EYR	8
ENOG4107WIA	14
ENOG4107WIB	3
ENOG4107WIC	5
ENOG4107WIM	3
ENOG4105CTR	15
ENOG4107WIH	11
ENOG4107WII	5
ENOG4107WIJ	3
ENOG4106EYT	4
ENOG4107WIV	12
ENOG4107WIW	8
ENOG4107WIP	12
ENOG4107WIQ	3
ENOG4107WIR	2
ENOG4107WIS	13
ENOG4107WIX	1
ENOG4107WIY	2
ENOG4107WIZ	11
ENOG41079IN	7
ENOG4108UI7	3
ENOG41079IM	3
ENOG41079IJ	2
ENOG41079IK	1
ENOG41079IH	5
ENOG4106EYH	4
ENOG41079IF	1
ENOG41079IG	4
ENOG41079ID	7
ENOG41079IE	5
ENOG41079IB	4
ENOG4106EYK	8
ENOG41079IA	2
ENOG41078FX	2
ENOG41066JP	3
ENOG41079IZ	5
ENOG41079IX	4
ENOG41079IY	5
ENOG41079IV	5
ENOG41079IW	3
ENOG41079IT	2
ENOG4105CTZ	15
ENOG41079IR	5
ENOG41079IS	6
ENOG41079IP	5
ENOG41066JV	5
ENOG41066JU	2
ENOG4108VV8	2
ENOG4108UI0	6
ENOG41079I8	5
ENOG41079I9	9
ENOG41079I6	5
ENOG41079I7	5
ENOG41079I4	2
ENOG41079I5	6
ENOG41079I2	4
ENOG41079I3	7
ENOG41079I0	3
ENOG41079I1	3
ENOG4106MJX	2
ENOG4106EYB	7
ENOG4107JZB	1
ENOG4107WI4	2
ENOG4107WI5	5
ENOG4107WI6	9
ENOG4107WI7	5
ENOG4107WI0	4
ENOG4106EYG	12
ENOG4107WI3	8
ENOG4106EYF	5
ENOG4107WI8	5
ENOG4107WI9	3
ENOG4106EY9	4
ENOG4108ATE	1
ENOG41078FW	5
ENOG41060N8	1
ENOG4108U9J	6
ENOG4108UIB	2
ENOG41077WZ	2
ENOG41077WX	5
ENOG41077WY	5
ENOG41090PS	3
ENOG4108ATF	2
ENOG41077WR	2
ENOG41077WS	6
ENOG41077WP	3
ENOG41077WQ	9
ENOG41077WV	10
ENOG41077WW	4
ENOG41077WT	8
ENOG41077WU	4
ENOG41077WJ	8
ENOG41077WK	3
ENOG41077WH	2
ENOG41077WI	3
ENOG4108FVB	14
ENOG41077WB	1
ENOG41077WC	10
ENOG41077WA	5
ENOG41077WF	4
ENOG4106EY3	6
ENOG41077WD	1
ENOG41077WE	5
ENOG4108UMI	14
ENOG41077W9	5
ENOG41077W2	3
ENOG41077W3	2
ENOG41077W0	3
ENOG41077W6	3
ENOG41077W7	5
ENOG41077W4	6
ENOG4108UIJ	3
ENOG4107RPR	4
ENOG4108U9H	13
ENOG4106EY7	13
ENOG4108UIH	2
ENOG4108UMH	2
ENOG4107Q53	2
ENOG4108KQU	3
ENOG4108UIV	4
ENOG4108UIU	5
ENOG4108UIT	1
ENOG41063E6	1
ENOG41066J7	3
ENOG4108VV6	5
ENOG4108DVG	2
ENOG4108BCV	4
ENOG41066J6	4
ENOG4108KQT	2
ENOG41078FS	2
ENOG41066J5	6
ENOG41066J4	12
ENOG4106QXX	3
ENOG41063E5	3
ENOG41065AN	13
ENOG4107Q51	3
ENOG4108KQW	1
ENOG41060S3	11
ENOG41060S0	4
ENOG41060S1	6
ENOG41060S6	1
ENOG41060S7	2
ENOG41060S4	7
ENOG41060S5	9
ENOG41060S8	2
ENOG4106Z1A	15
ENOG4108UIZ	2
ENOG4106MY1	1
ENOG4108VV0	1
ENOG4108UMM	4
ENOG4108FMU	2
ENOG41060SR	7
ENOG41060SS	1
ENOG41060SP	11
ENOG4106Z1M	3
ENOG41060SV	10
ENOG41060SW	14
ENOG41060ST	6
ENOG41060SU	6
ENOG41060SZ	5
ENOG41088JF	2
ENOG41060SX	10
ENOG41060SY	2
ENOG4106Z1K	4
ENOG41060SB	7
ENOG41060SC	1
ENOG41060SA	8
ENOG41060SF	5
ENOG41060SG	3
ENOG41060SD	1
ENOG41060SE	3
ENOG41060SJ	10
ENOG41060SK	2
ENOG41060SH	6
ENOG41060SI	2
ENOG41060SN	8
ENOG4105W03	2
ENOG4108QT6	1
ENOG4106T0Y	4
ENOG4107PIZ	2
ENOG4107WBF	8
ENOG41063E2	5
ENOG4107WBI	3
ENOG4106Z1U	7
ENOG41065AS	5
ENOG4107WBH	3
ENOG4105W02	3
ENOG4108M05	5
ENOG4108M06	3
ENOG4108M07	1
ENOG4108M00	4
ENOG4108M01	8
ENOG4108M02	2
ENOG4108M03	3
ENOG4106T0S	1
ENOG4108M08	4
ENOG4108M09	3
ENOG4106FN9	1
ENOG4106FN8	2
ENOG4106FN7	6
ENOG4106FN6	2
ENOG4106FN5	10
ENOG4107WBN	13
ENOG4106FN3	14
ENOG4106FN2	4
ENOG4106FN1	8
ENOG4106FN0	10
ENOG4105C1V	15
ENOG4105C1W	15
ENOG4105C1T	2
ENOG4105C1U	5
ENOG4105C1R	15
ENOG4105C1S	9
ENOG4105C1P	15
ENOG4108FVZ	7
ENOG41063E0	9
ENOG4105C1Z	2
ENOG4106T0M	4
ENOG4105C1X	2
ENOG4107DIK	3
ENOG4105C1F	14
ENOG4105C1G	15
ENOG4105C1D	14
ENOG4105C1E	2
ENOG4105C1B	15
ENOG4105C1C	1
ENOG4105C1A	14
ENOG4105C1N	15
ENOG4106T0K	13
ENOG4105C1M	15
ENOG4105C1J	15
ENOG4105C1K	9
ENOG4105C1H	15
ENOG4105C1I	15
ENOG4105C16	12
ENOG4105C17	15
ENOG4105C14	12
ENOG4105C15	4
ENOG4105C12	15
ENOG4105C13	15
ENOG4105C10	15
ENOG4105C11	15
ENOG4106T0H	7
ENOG4105C18	6
ENOG4105C19	15
ENOG4108ATH	4
ENOG4106EXY	3
ENOG4106T0F	2
ENOG4108Q9F	4
ENOG4108M0T	14
ENOG4106FNN	7
ENOG4108M0V	9
ENOG4108M0W	8
ENOG4106FNK	5
ENOG4108M0Q	2
ENOG4106FNI	5
ENOG4106FNH	3
ENOG4106FNF	4
ENOG4106FNE	4
ENOG4106FND	2
ENOG4108M0X	3
ENOG4108M0Y	14
ENOG4106FNA	6
ENOG4108ATI	1
ENOG4108M0D	2
ENOG4108M0E	4
ENOG4108M0F	5
ENOG4108M0G	2
ENOG4108M0A	1
ENOG4108M0B	4
ENOG4108M0C	12
ENOG4106FNW	5
ENOG4108M0M	5
ENOG4108M0N	13
ENOG4106FNT	1
ENOG4108M0H	3
ENOG4108M0I	3
ENOG4108M0J	2
ENOG4106FNP	1
ENOG4108FVW	1
ENOG4108Q9H	3
ENOG4106J6X	2
ENOG4108UFT	2
ENOG4105W09	2
ENOG4105N3E	2
ENOG4107A76	10
ENOG4105Y18	7
ENOG4107U1C	5
ENOG4107U1A	4
ENOG410719U	4
ENOG4107U1G	1
ENOG4107U1D	2
ENOG4107U1E	12
ENOG4107U1J	5
ENOG4105Y11	7
ENOG4107U1H	1
ENOG4107U1I	2
ENOG4107U1N	9
ENOG4105W8P	4
ENOG4105Y16	2
ENOG4105Y17	15
ENOG4107U1R	11
ENOG4107U1S	4
ENOG4107U1P	10
ENOG4107U1V	3
ENOG4107U1W	12
ENOG4107U1T	1
ENOG4107U1U	2
ENOG4107U1Z	5
ENOG4107U1X	4
ENOG4107U1Y	5
ENOG4107A77	4
ENOG4105Y1X	3
ENOG4105Y1Y	6
ENOG4105Y1Z	2
ENOG4106B4R	1
ENOG4107DIJ	5
ENOG4105Y1P	14
ENOG4105Y1Q	8
ENOG4105Y1R	13
ENOG4105Y1S	8
ENOG4105Y1T	14
ENOG4105Y1U	9
ENOG4108Q1Y	2
ENOG4105Y1W	2
ENOG4107U12	6
ENOG4105Y1I	5
ENOG4107U10	15
ENOG4107U11	6
ENOG4107U16	4
ENOG4107U17	10
ENOG4107U14	2
ENOG4107U15	5
ENOG4105Y1A	5
ENOG4107U18	9
ENOG4105Y1C	1
ENOG4105Y1D	3
ENOG4105Y1E	5
ENOG4105Y1F	11
ENOG4105Y1G	2
ENOG4106MJI	9
ENOG4108Q9X	2
ENOG4106MS6	3
ENOG4106MJJ	2
ENOG4108ATV	4
ENOG4107W9P	1
ENOG4105N3Y	10
ENOG4108FVR	3
ENOG41063EH	3
ENOG4106MJK	1
ENOG4106MS4	1
ENOG4108GC6	3
ENOG4105GDU	15
ENOG4106MJD	1
ENOG4106MS3	2
ENOG4108CHB	3
ENOG4108ATQ	4
ENOG4105NGZ	4
ENOG41063EE	4
ENOG410620X	1
ENOG4105RQX	1
ENOG4108ATR	3
ENOG4105MWJ	3
ENOG4108WUZ	3
ENOG4108N51	5
ENOG41065AJ	3
ENOG4108N53	1
ENOG4108N54	2
ENOG4106MS0	1
ENOG4107TGY	14
ENOG4107TGX	12
ENOG4107TGZ	13
ENOG4107TGU	14
ENOG4107TGT	5
ENOG4107TGW	5
ENOG4108N57	6
ENOG4108CW8	3
ENOG4107TGP	14
ENOG4107TGS	10
ENOG4107TGR	4
ENOG4107TGM	4
ENOG4105MWB	2
ENOG4107TGN	5
ENOG4107TGI	1
ENOG4107TGH	5
ENOG4107TGK	15
ENOG4107TGJ	5
ENOG4107TGE	9
ENOG4107TGD	4
ENOG4107TGG	4
ENOG4107TGF	14
ENOG4107TGA	10
ENOG4108ID9	2
ENOG4107TGC	3
ENOG41067HI	3
ENOG4107TG9	2
ENOG4105GB5	1
ENOG4107RPG	15
ENOG4107TG5	5
ENOG4107TG4	10
ENOG4107TG6	12
ENOG4107TG1	1
ENOG4107TG0	2
ENOG4107TG3	2
ENOG4107TG2	15
ENOG4108CHF	6
ENOG41067HE	2
ENOG4105W8R	5
ENOG4108RDK	1
ENOG4105NGV	1
ENOG4106MJB	3
ENOG4108CHG	3
ENOG4107473	4
ENOG4106VXY	2
ENOG4105N3Q	3
ENOG4108CW5	4
ENOG4107RIP	2
ENOG41067H8	1
ENOG410747H	3
ENOG4108VHN	4
ENOG4108VHM	7
ENOG4108CW4	2
ENOG4108VHJ	14
ENOG4108VHI	12
ENOG4108VHG	9
ENOG4108VHF	11
ENOG4108VHE	4
ENOG4108CHE	6
ENOG4108VHC	4
ENOG4108VHB	15
ENOG4108VHA	4
ENOG410747E	7
ENOG4105WRP	10
ENOG4108VHZ	4
ENOG4108VHY	2
ENOG410747D	5
ENOG4108VHW	1
ENOG4108VHV	14
ENOG4108VHU	3
ENOG4108VHT	2
ENOG4108VHS	3
ENOG410747G	2
ENOG4108VHP	4
ENOG4108CW3	2
ENOG41067H7	3
ENOG4108NF3	1
ENOG410719G	2
ENOG410747A	5
ENOG4106Z11	11
ENOG410747C	2
ENOG4108VH9	5
ENOG4108VH8	3
ENOG4108VH7	11
ENOG4108VH6	2
ENOG4108VH5	8
ENOG4108VH4	2
ENOG4108VH3	8
ENOG4108VH2	3
ENOG4108VH1	11
ENOG4108VH0	3
ENOG4105NGR	4
ENOG4107PI0	3
ENOG4108NF2	2
ENOG4108S3B	2
ENOG4108UMV	6
ENOG4108ATZ	3
ENOG4108ID7	3
ENOG4105N3U	2
ENOG4106Z19	1
ENOG4108CW1	2
ENOG4107A6K	14
ENOG4107A6J	1
ENOG4107A6I	6
ENOG4107A6H	4
ENOG4106BXE	4
ENOG4106BXD	4
ENOG4106BXG	4
ENOG4106BXF	9
ENOG4107A6C	12
ENOG4107A6B	7
ENOG4107A6A	6
ENOG4106BXJ	3
ENOG4106BXM	6
ENOG4107A6F	5
ENOG4107A6E	4
ENOG4106BXN	6
ENOG4108GA9	9
ENOG4108GA8	4
ENOG4107A6Y	8
ENOG4107WIG	2
ENOG4106BXU	4
ENOG4106BXT	3
ENOG4106BXW	1
ENOG4106BXV	5
ENOG4106BXY	3
ENOG4106BXX	2
ENOG4107A6Q	13
ENOG4106BXZ	9
ENOG4107A6W	3
ENOG4108GA4	10
ENOG4107A6U	2
ENOG4108GA6	6
ENOG41078JK	4
ENOG410719B	1
ENOG41078JI	7
ENOG41080C8	3
ENOG41080C9	15
ENOG41078JM	5
ENOG41078JB	5
ENOG41080C5	6
ENOG41080C6	2
ENOG41080C7	4
ENOG41078JF	2
ENOG41080C1	4
ENOG41080C2	13
ENOG41080C3	4
ENOG4107RU9	10
ENOG4107RU8	7
ENOG41078JX	2
ENOG41078JY	1
ENOG4107RU1	3
ENOG41078JS	10
ENOG4107RU3	1
ENOG4107RU2	4
ENOG4107RU5	14
ENOG41078JW	5
ENOG41078JT	2
ENOG4107RU6	14
ENOG4107RUI	6
ENOG4107RUH	9
ENOG4107RUK	4
ENOG4107RUJ	5
ENOG4107RUM	2
ENOG41080CY	1
ENOG41080CZ	1
ENOG4107RUN	12
ENOG4107RUA	15
ENOG41080CU	1
ENOG4107RUC	1
ENOG4107RUB	6
ENOG41080CP	7
ENOG4107RUD	14
ENOG41080CR	2
ENOG4107RUF	15
ENOG4107RUY	11
ENOG41080CM	8
ENOG41080CN	7
ENOG4107RUZ	6
ENOG41080CH	2
ENOG41080CI	9
ENOG41080CK	2
ENOG41078J2	6
ENOG41078J3	2
ENOG4107RUS	4
ENOG4107RUR	2
ENOG4107RUU	2
ENOG4107RUT	8
ENOG41078J4	12
ENOG4107RUV	7
ENOG4108GAI	5
ENOG4108GAH	3
ENOG4108GAK	4
ENOG4108GAJ	3
ENOG4108GAM	6
ENOG4108GAN	3
ENOG4108GAA	5
ENOG4108GAC	8
ENOG4108GAB	2
ENOG4108GAE	11
ENOG4108GAD	5
ENOG4108GAG	5
ENOG4108GAF	3
ENOG4108GAY	6
ENOG4108GAX	3
ENOG4107A69	1
ENOG4106BX2	8
ENOG4106BX5	3
ENOG4106BX4	5
ENOG4106BX7	6
ENOG4106BX6	1
ENOG4108GAQ	2
ENOG4106BX8	6
ENOG4108GAS	2
ENOG4108GAR	3
ENOG4107A67	5
ENOG4107A66	13
ENOG4108GAW	5
ENOG4108GAV	10
ENOG4106IRA	2
ENOG4106IRB	1
ENOG4106IRC	1
ENOG4106IRD	3
ENOG4106IRE	2
ENOG4106IRG	3
ENOG4106IRH	8
ENOG4106IRJ	5
ENOG4106IRM	3
ENOG4106IRN	4
ENOG4106IRP	3
ENOG4106IRQ	4
ENOG4106IRR	3
ENOG4106IRS	1
ENOG4106IRT	4
ENOG4106IRU	8
ENOG4106IRV	2
ENOG4106IRW	2
ENOG4106IRX	3
ENOG4108NF8	3
ENOG4106IRZ	2
ENOG4106YQ5	3
ENOG4106YQ4	2
ENOG4106YQ7	1
ENOG4106YQ6	1
ENOG4106YQ0	2
ENOG4106YQ3	3
ENOG4106YQ2	2
ENOG4106YQ9	3
ENOG4106YQ8	3
ENOG4105GDD	2
ENOG4106YQU	6
ENOG4106YQT	4
ENOG4106YQW	2
ENOG4106YQV	2
ENOG4106YQQ	3
ENOG4106YQP	3
ENOG4106YQS	2
ENOG4106YQR	4
ENOG4105KCY	5
ENOG4106YQY	6
ENOG4106YQX	8
ENOG4106YQZ	4
ENOG4106YQE	14
ENOG4106YQD	4
ENOG4106YQG	2
ENOG4106YQF	2
ENOG4106YQC	2
ENOG4106YQB	8
ENOG4106YQM	6
ENOG4106YQN	4
ENOG4106YQI	4
ENOG4106YQH	2
ENOG4106YQK	1
ENOG4106YQJ	4
ENOG4108Q1C	1
ENOG41079II	2
ENOG4106IR0	6
ENOG4106IR1	3
ENOG4106IR2	4
ENOG4106IR3	4
ENOG4106IR4	1
ENOG4106IR5	12
