	0
ENOG4106Y88	10
ENOG4106Y89	2
ENOG4108AGS	3
ENOG4108TFG	1
ENOG41075MY	5
ENOG4108AGR	4
ENOG4105NVA	6
ENOG4107VF7	4
ENOG4106IK3	5
ENOG4106MBI	3
ENOG4108AGW	10
ENOG4105M6P	14
ENOG4108AGV	3
ENOG4108TFF	4
ENOG41076G3	6
ENOG41076G2	1
ENOG41076G1	1
ENOG41076G0	2
ENOG41076G7	4
ENOG41076G6	4
ENOG41076G5	6
ENOG41076G4	8
ENOG4107NPV	3
ENOG4107NPW	6
ENOG41076G9	2
ENOG41076G8	4
ENOG4107NPR	4
ENOG4107NPS	4
ENOG4107NPP	4
ENOG4107NPQ	2
ENOG4107NPN	5
ENOG4107NPM	2
ENOG4107NPJ	5
ENOG4107NPK	5
ENOG4107NPH	3
ENOG4107NPI	4
ENOG4107NPF	4
ENOG4107NPG	5
ENOG4107NPD	1
ENOG4107NPE	6
ENOG4107NPB	3
ENOG4107NPC	10
ENOG4107NPA	4
ENOG4107CPK	9
ENOG4107CPJ	12
ENOG41081DF	12
ENOG41081DG	3
ENOG4108DDU	2
ENOG41081DA	5
ENOG41081DB	6
ENOG41081DC	4
ENOG4107CPC	3
ENOG4107CPB	3
ENOG41081DN	10
ENOG4108DDZ	4
ENOG4107CPG	6
ENOG4107CPF	1
ENOG41081DJ	2
ENOG41081DK	6
ENOG41081DT	8
ENOG41081DU	1
ENOG4107CPY	3
ENOG4108DDB	2
ENOG4108DDE	4
ENOG41081DQ	6
ENOG4108DDG	1
ENOG41081DS	2
ENOG4107CPS	3
ENOG41064VP	5
ENOG4107CPQ	3
ENOG4108DDJ	9
ENOG41081DX	15
ENOG41081DY	15
ENOG4107CPU	5
ENOG4108DDN	6
ENOG4108DD1	4
ENOG4108DD0	1
ENOG4108DD3	13
ENOG4108DD2	6
ENOG4108DD5	6
ENOG4108DD7	3
ENOG4108DD6	1
ENOG4108DD9	3
ENOG41065PH	1
ENOG4107IKE	6
ENOG4108VNB	8
ENOG41081D5	7
ENOG4107CP9	10
ENOG4107CP8	2
ENOG41081D0	4
ENOG41081D1	8
ENOG41081D2	2
ENOG41081D3	6
ENOG4107CP3	3
ENOG4107CP2	6
ENOG4107CP1	2
ENOG4107CP0	6
ENOG4107CP7	3
ENOG4107CP6	7
ENOG4107CP5	11
ENOG4107CP4	2
ENOG41076GR	7
ENOG41076GQ	4
ENOG4108WHF	2
ENOG41076GW	1
ENOG41076GV	5
ENOG41076GU	7
ENOG41076GT	5
ENOG4107NP6	1
ENOG41076GZ	12
ENOG41076GY	5
ENOG4107NP5	8
ENOG4107NP2	1
ENOG4107NP3	2
ENOG4107NP0	3
ENOG4107NP1	6
ENOG41076GC	3
ENOG41076GB	1
ENOG41076GA	3
ENOG41076GG	2
ENOG41076GF	1
ENOG41076GE	3
ENOG41076GD	6
ENOG41076GK	1
ENOG41076GJ	6
ENOG41076GI	13
ENOG41076GH	1
ENOG41076GN	4
ENOG41076GM	6
ENOG4108RKR	6
ENOG4108WHG	9
ENOG41088GJ	10
ENOG4108RKQ	4
ENOG4108RKV	2
ENOG41088GM	6
ENOG41088GN	5
ENOG4108RKU	4
ENOG4108RKZ	1
ENOG41088GA	1
ENOG4108RKX	2
ENOG4108RKY	4
ENOG41088GD	1
ENOG4107VFR	2
ENOG41088GF	6
ENOG41088GG	1
ENOG4108RKB	2
ENOG41088GY	4
ENOG41088GZ	8
ENOG4108RKA	12
ENOG4108RKF	13
ENOG4108RKG	2
ENOG4108RKD	1
ENOG4108RKE	5
ENOG41088GP	2
ENOG4108RKK	10
ENOG4108RKH	4
ENOG41088GS	7
ENOG4108RKN	8
ENOG41088GU	4
ENOG41088GV	1
ENOG41088GW	13
ENOG4107DNJ	6
ENOG4107DNK	13
ENOG4107DNH	1
ENOG4107DNI	1
ENOG4107DNN	4
ENOG4107DNM	4
ENOG4107DNB	4
ENOG4107DNC	3
ENOG4107DNA	4
ENOG4107DNF	5
ENOG4107DNG	1
ENOG4107DND	1
ENOG4107DNE	7
ENOG4107DNZ	3
ENOG4107DNX	9
ENOG4107DNY	1
ENOG4107VFY	2
ENOG4107DNR	3
ENOG4107DNS	4
ENOG4107DNP	5
ENOG4107DNQ	3
ENOG4107DNV	2
ENOG4107VFZ	13
ENOG4107DNT	2
ENOG4107DNU	4
ENOG41062Q9	2
ENOG4105I1E	7
ENOG4107DN8	6
ENOG4107DN9	1
ENOG4107DN3	6
ENOG4107DN0	2
ENOG4107DN1	6
ENOG4107DN6	5
ENOG4107DN7	4
ENOG4107DN5	2
ENOG4108RK2	3
ENOG4108RK3	3
ENOG4108RK0	10
ENOG4108RK1	3
ENOG4108RK7	3
ENOG4108RK4	10
ENOG4108RK5	3
ENOG4108RK8	10
ENOG4108RK9	4
ENOG4105I1Z	7
ENOG41088G8	4
ENOG41088G9	6
ENOG41088G0	5
ENOG41088G1	2
ENOG41088G2	1
ENOG41088G3	11
ENOG41088G4	5
ENOG41088G5	6
ENOG41088G6	4
ENOG41088G7	3
ENOG4108F1D	2
ENOG4108F1E	2
ENOG4108USS	2
ENOG4108USR	7
ENOG4108USU	2
ENOG4108F1A	3
ENOG4108F1B	8
ENOG4108F1C	3
ENOG4108USY	1
ENOG4106UYM	1
ENOG4108F1N	11
ENOG4108USZ	12
ENOG4108F1H	2
ENOG4108F1I	2
ENOG4108F1J	3
ENOG4108F1K	1
ENOG4108F1T	11
ENOG4108F1U	5
ENOG4108USC	6
ENOG4108USB	4
ENOG4108USE	2
ENOG4108F1Q	4
ENOG4108F1R	15
ENOG4105I1Q	3
ENOG4108USI	1
ENOG4108USH	4
ENOG4108USK	10
ENOG4108USJ	4
ENOG4108USM	12
ENOG4108F1Y	4
ENOG4108F1Z	2
ENOG4108USN	5
ENOG4108XQN	3
ENOG41063CT	5
ENOG41063CW	4
ENOG4105I1S	7
ENOG4108XQJ	3
ENOG4108XQK	2
ENOG41063CS	14
ENOG41063CR	1
ENOG4108XQF	1
ENOG41072X3	4
ENOG4108XQD	7
ENOG4108XQE	4
ENOG41063CY	6
ENOG4108XQC	5
ENOG4108XQA	7
ENOG41063CE	3
ENOG41063CD	9
ENOG41063CG	3
ENOG41063CF	3
ENOG4108XQZ	4
ENOG4105I1V	4
ENOG4108XQX	6
ENOG4108XQY	11
ENOG4108XQV	1
ENOG4108XQW	4
ENOG4108XQT	1
ENOG4108XQU	4
ENOG4108XQR	9
ENOG41063CH	2
ENOG41063CK	4
ENOG41063CJ	8
ENOG41063C5	3
ENOG41063C4	4
ENOG41063C7	5
ENOG41063C6	3
ENOG41063C1	5
ENOG41063C0	5
ENOG41063C3	3
ENOG41063C2	5
ENOG41063C9	9
ENOG41063C8	13
ENOG4105U4N	2
ENOG4108XQ9	4
ENOG4108XQ6	9
ENOG4108XQ7	1
ENOG4108XQ4	1
ENOG4108XQ5	14
ENOG4108XQ2	5
ENOG4108XQ3	1
ENOG4108XQ0	5
ENOG4108XQ1	2
ENOG4108US1	3
ENOG4108US0	4
ENOG4108US3	6
ENOG4108US2	6
ENOG4108US5	2
ENOG4108US4	15
ENOG4108US7	15
ENOG4108US6	3
ENOG4108US9	5
ENOG4108US8	3
ENOG4107NFR	2
ENOG4108F14	4
ENOG4108F15	6
ENOG4108F17	6
ENOG4108F10	4
ENOG4108F11	7
ENOG4108F13	6
ENOG4108F18	3
ENOG4108F19	4
ENOG41074JW	6
ENOG4107X2R	13
ENOG4107X2S	2
ENOG4107X2P	4
ENOG4107X2Q	3
ENOG4107X2V	4
ENOG4107X2W	3
ENOG4107X2T	3
ENOG4107X2U	4
ENOG4107X2Z	3
ENOG4107X2X	8
ENOG4107X2Y	3
ENOG4108WHM	6
ENOG4107X2B	2
ENOG4105F27	15
ENOG4105F24	1
ENOG4105F25	5
ENOG4107X2F	5
ENOG4105F23	15
ENOG4105F20	7
ENOG4105F21	4
ENOG4106TZ1	5
ENOG4107X2H	1
ENOG4106TZ2	5
ENOG4106TZ5	13
ENOG4106TZ4	1
ENOG4105F28	15
ENOG4106TZ6	2
ENOG4106TZI	2
ENOG4106TZH	8
ENOG4105F2D	4
ENOG4105F2E	4
ENOG4106TZM	6
ENOG4107X27	1
ENOG4107X24	14
ENOG4105F2A	8
ENOG4106TZA	4
ENOG4107X28	13
ENOG4105F2M	15
ENOG4106TZE	3
ENOG4105F2K	14
ENOG4106TZG	2
ENOG4105F2I	14
ENOG4106TZY	3
ENOG4106TZX	3
ENOG4105F2T	2
ENOG4105F2U	8
ENOG4105F2R	3
ENOG4105F2S	14
ENOG4105F2P	2
ENOG4105F2Q	11
ENOG4106TZQ	1
ENOG4106TZP	2
ENOG4106TZS	2
ENOG4106TAK	2
ENOG4106TZU	1
ENOG4106TZT	1
ENOG4106TZW	4
ENOG4105F2Y	15
ENOG4107FZB	2
ENOG4106PIB	4
ENOG41074JS	3
ENOG4107NIQ	1
ENOG4107NIP	2
ENOG41076P5	5
ENOG41074JP	4
ENOG4107FZK	2
ENOG4108XUA	1
ENOG4107NIT	8
ENOG4107721	5
ENOG4107720	6
ENOG4107723	3
ENOG4107722	7
ENOG4107725	8
ENOG4107724	3
ENOG4107727	2
ENOG4107726	3
ENOG4107729	4
ENOG4107728	10
ENOG4107NIV	1
ENOG4105EN7	3
ENOG4107FZW	4
ENOG4107FZP	5
ENOG4107FZQ	2
ENOG410772Q	1
ENOG410772P	3
ENOG410772S	5
ENOG410772R	3
ENOG410772U	8
ENOG4107FZR	4
ENOG410772W	2
ENOG410772V	9
ENOG410772Y	4
ENOG410772X	2
ENOG4107FZS	2
ENOG410772A	9
ENOG410772C	5
ENOG410772B	3
ENOG410772E	5
ENOG410772D	5
ENOG410772G	1
ENOG410772F	4
ENOG410772I	4
ENOG410772H	6
ENOG410772K	6
ENOG410772J	2
ENOG410772M	1
ENOG41078UT	2
ENOG410772N	3
ENOG4108WHW	2
ENOG4105EN9	4
ENOG4107FZY	1
ENOG4106RQD	2
ENOG4108EG4	2
ENOG41066BA	4
ENOG4107NID	1
ENOG4106S96	2
ENOG4105J6F	3
ENOG4108TFP	2
ENOG4108EG7	1
ENOG4105JN9	3
ENOG4105JN6	4
ENOG4105JN7	2
ENOG4105JN4	1
ENOG4105JN5	11
ENOG4105JN2	3
ENOG4105JN3	6
ENOG4105JN0	9
ENOG4105JN1	1
ENOG4105SMR	7
ENOG4105SMS	1
ENOG4105SMP	1
ENOG4105SMQ	5
ENOG4105SMV	4
ENOG4105SMW	2
ENOG4105SMT	4
ENOG4105SMU	12
ENOG4105SMZ	2
ENOG4105SMX	2
ENOG4105SMY	7
ENOG4107F6D	2
ENOG4105SMB	10
ENOG4106451	5
ENOG4106452	1
ENOG4105SMA	1
ENOG4105SMF	4
ENOG4105SMG	13
ENOG4106456	2
ENOG4106457	9
ENOG4106458	5
ENOG4105SMK	4
ENOG4105SMH	3
ENOG4105SMI	1
ENOG4105SMN	10
ENOG4105SMM	1
ENOG4107CGN	6
ENOG4105SM0	9
ENOG410645C	3
ENOG4105SM6	1
ENOG410645E	2
ENOG410645F	6
ENOG4105SM5	5
ENOG410645H	5
ENOG410645I	3
ENOG410645J	1
ENOG4105SM9	6
ENOG410645M	12
ENOG410645N	6
ENOG410645P	14
ENOG410645Q	3
ENOG410645R	7
ENOG4106S7R	4
ENOG410645T	1
ENOG410645U	5
ENOG410645V	5
ENOG410645W	7
ENOG410645X	3
ENOG4108WHS	3
ENOG410645Z	14
ENOG4107CGK	5
ENOG4105JNN	1
ENOG4105ENU	2
ENOG4105JNM	3
ENOG4105JNJ	3
ENOG4107CGH	3
ENOG4105JNH	1
ENOG4107FZ5	4
ENOG4105JNF	4
ENOG4105JNG	1
ENOG4105JND	4
ENOG4105JNE	3
ENOG4105JNB	2
ENOG4105ENW	4
ENOG4105JNA	5
ENOG4108EG0	3
ENOG4106S7Y	2
ENOG4107FZ7	1
ENOG4105JNZ	13
ENOG4105JNX	14
ENOG4105JNY	3
ENOG4105JNV	2
ENOG4107FZ0	5
ENOG4105JNT	1
ENOG4105JNU	1
ENOG4105JNR	3
ENOG4105JNS	2
ENOG4107FZ1	5
ENOG4107318	1
ENOG4106S7Z	2
ENOG4105ENS	2
ENOG4105M0E	4
ENOG4107FZ3	1
ENOG4108EG3	2
ENOG4107CGC	1
ENOG4108X1M	15
ENOG4108WHQ	4
ENOG4106WHE	1
ENOG4108SNU	2
ENOG4106KYE	1
ENOG4108DYB	4
ENOG4108DYC	1
ENOG4106UXA	2
ENOG4108DYA	1
ENOG4108DYF	3
ENOG4108DYG	1
ENOG4108DYD	2
ENOG41074JY	3
ENOG4108DYJ	6
ENOG4108DYK	4
ENOG4108DYH	2
ENOG4108DYI	1
ENOG4108DYN	6
ENOG4105FF8	2
ENOG4108DYR	2
ENOG4108DYS	7
ENOG4108DYP	4
ENOG4106S7B	3
ENOG4108DYV	4
ENOG4108DYW	4
ENOG4108DYT	1
ENOG4108DYU	1
ENOG4108DYZ	3
ENOG4108DYX	7
ENOG4108DYY	2
ENOG4107313	1
ENOG4106S7G	1
ENOG4108MYI	4
ENOG4107CGY	1
ENOG4106X5N	6
ENOG4108DY2	6
ENOG4106S7I	8
ENOG4108DY1	3
ENOG4108DY7	4
ENOG4106S7H	4
ENOG4108DY8	3
ENOG4108X1A	3
ENOG4106S7K	1
ENOG4105J6A	3
ENOG4106S7J	2
ENOG41075MC	1
ENOG4107CGR	3
ENOG4106IK5	3
ENOG4108X1Z	4
ENOG4107CGQ	5
ENOG4105J6N	1
ENOG4107YWP	5
ENOG4107YWQ	3
ENOG4107YWR	12
ENOG4107YWS	3
ENOG4107YWT	15
ENOG4107YWU	3
ENOG4107YWV	2
ENOG4107YWW	4
ENOG4107YWX	2
ENOG4107YWY	2
ENOG4107YWZ	14
ENOG4107YWA	13
ENOG4107YWB	12
ENOG4107YWC	3
ENOG4107YWD	11
ENOG4107YWE	5
ENOG4107YWF	13
ENOG4107YWG	3
ENOG4107YWH	5
ENOG4107YWI	15
ENOG4107YWJ	8
ENOG4107YWK	1
ENOG410739W	5
ENOG4107YWM	2
ENOG4107YWN	10
ENOG4106S74	3
ENOG41064V7	9
ENOG4105P50	7
ENOG4108EG9	1
ENOG4106G39	1
ENOG4107PPV	1
ENOG41074JC	12
ENOG4107YW0	3
ENOG4107YW1	4
ENOG4107YW2	3
ENOG4107YW3	1
ENOG4106G38	5
ENOG4107YW5	10
ENOG4107YW6	10
ENOG4107YW7	5
ENOG4107YW8	2
ENOG4107YW9	5
ENOG4105WIE	5
ENOG4107XIC	1
ENOG4108KWT	2
ENOG4108UNB	2
ENOG4108UNC	4
ENOG4107N1H	2
ENOG4108UNA	4
ENOG4108UNF	11
ENOG4108UNG	2
ENOG4108UND	2
ENOG4108UNE	13
ENOG4108UNJ	8
ENOG4108UNK	2
ENOG4106YWV	4
ENOG4108UNN	15
ENOG4108UNM	1
ENOG4108UNR	14
ENOG4108UNS	1
ENOG4108UNP	13
ENOG4108UNQ	4
ENOG4108UNV	14
ENOG4108UNW	2
ENOG4108UNT	2
ENOG4108UNU	13
ENOG4108UNZ	13
ENOG4108UNX	2
ENOG41079AV	11
ENOG41079AW	3
ENOG41079AT	5
ENOG41079AU	9
ENOG41079AR	3
ENOG4107WAI	5
ENOG4107WAJ	6
ENOG4107WAK	1
ENOG4106T7R	2
ENOG4107WAE	5
ENOG4107WAF	14
ENOG4107WAG	1
ENOG4106T7V	7
ENOG4106T7W	1
ENOG41079AX	4
ENOG4107WAC	8
ENOG4106T7J	6
ENOG410783U	3
ENOG4107IV1	3
ENOG4107IV0	1
ENOG4107WAX	8
ENOG4107IV6	5
ENOG4107IV5	5
ENOG4106T7M	2
ENOG4107WAT	14
ENOG4107WAU	9
ENOG4107IV9	2
ENOG4106T7A	8
ENOG4107WAP	8
ENOG4106T7G	3
ENOG4107WAR	6
ENOG4107WAS	7
ENOG4107IVC	1
ENOG41076PV	4
ENOG41079A4	8
ENOG4106T79	3
ENOG41079A2	5
ENOG4107IVF	6
ENOG41079A0	3
ENOG4107IVD	13
ENOG4107IVK	3
ENOG4106T73	6
ENOG4106T70	4
ENOG4107IVH	8
ENOG4106T76	3
ENOG4107IVN	5
ENOG4107IVM	6
ENOG41079A9	7
ENOG4107IVS	2
ENOG4107IVR	9
ENOG4107IVQ	4
ENOG4107NI2	4
ENOG4108DC9	1
ENOG4107WA9	13
ENOG4107IVU	1
ENOG4107IVT	3
ENOG4107WA4	3
ENOG4107WA5	6
ENOG4107IVY	4
ENOG4107WA7	3
ENOG4107WA0	1
ENOG4107WA1	1
ENOG4107WA2	1
ENOG4107NI4	5
ENOG410783M	7
ENOG4107NI7	4
ENOG41076RY	2
ENOG4108UN2	3
ENOG4108UN3	2
ENOG4108UN0	15
ENOG4105IH0	2
ENOG4108UN6	2
ENOG4108UN7	5
ENOG4108UN4	13
ENOG4105P59	3
ENOG410783I	2
ENOG4108UN8	5
ENOG4108UN9	2
ENOG4105IH6	3
ENOG410783K	5
ENOG41088V9	1
ENOG41076RZ	9
ENOG4106UXU	3
ENOG4105IH4	3
ENOG4108GHP	5
ENOG4106EZ4	2
ENOG4106EZ5	1
ENOG4106EZ6	6
ENOG4106EZ7	11
ENOG4106EZ1	4
ENOG4106EZ2	14
ENOG4106EZ3	5
ENOG41066E6	5
ENOG41066E7	3
ENOG41066E4	5
ENOG41066E5	14
ENOG41066E2	13
ENOG410783G	11
ENOG41066E0	2
ENOG41066E1	4
ENOG410783F	2
ENOG4105J6T	2
ENOG41074JJ	1
ENOG4108QDS	2
ENOG4106K0I	1
ENOG4105ZTI	4
ENOG4107MHY	8
ENOG41066EN	4
ENOG4106EZE	11
ENOG4106EZF	5
ENOG4106EZG	2
ENOG41066EJ	3
ENOG4106EZA	3
ENOG41066EH	7
ENOG41066EI	8
ENOG41066EF	1
ENOG4106EZM	5
ENOG4106EZN	6
ENOG41066EE	2
ENOG4106EZH	5
ENOG4106EZI	6
ENOG4106EZJ	10
ENOG41066EA	14
ENOG4106EZT	5
ENOG4106EZU	1
ENOG4106EZV	7
ENOG4106EZW	3
ENOG41066EZ	1
ENOG4106EZQ	6
ENOG4106EZR	1
ENOG41066EY	13
ENOG41066EV	4
ENOG41066EW	1
ENOG41066ET	12
ENOG41066EU	4
ENOG41066ER	6
ENOG4106EZY	5
ENOG4106EZZ	13
ENOG41066EQ	4
ENOG4106WTH	3
ENOG4105J6S	13
ENOG4106R7J	2
ENOG41074JI	4
ENOG4108R2W	4
ENOG410756D	4
ENOG4107SR9	2
ENOG4107SR8	11
ENOG4108R2S	1
ENOG4105YSA	3
ENOG4107W46	2
ENOG4106HV1	1
ENOG410731Y	6
ENOG4106WTD	2
ENOG410731Z	2
ENOG4106WTE	3
ENOG4106QMB	3
ENOG410756I	3
ENOG410756H	14
ENOG4106K0J	3
ENOG4108R2E	1
ENOG4106WTY	3
ENOG4106G37	2
ENOG4107MHT	1
ENOG410731P	6
ENOG4106HV8	6
ENOG4106FV7	2
ENOG4106QR6	3
ENOG4106FV5	5
ENOG4106FV4	5
ENOG4108M8X	3
ENOG4108M8Y	3
ENOG4106FV1	13
ENOG4106FV0	1
ENOG4108M8T	9
ENOG4108M8U	6
ENOG4108M8V	5
ENOG4108M8W	3
ENOG4108M8Q	2
ENOG4108M8R	6
ENOG4108M8S	7
ENOG4108M8M	6
ENOG4108M8N	2
ENOG4107PDC	1
ENOG4108M8H	8
ENOG4108M8I	1
ENOG4108M8J	2
ENOG4108M8K	1
ENOG4108M8D	2
ENOG4108M8E	1
ENOG4108M8F	12
ENOG4108M8G	5
ENOG4107F6I	1
ENOG4108M8B	4
ENOG4108M8C	3
ENOG4107MHV	2
ENOG4106WTU	3
ENOG4107WQZ	5
ENOG410731K	1
ENOG4108R2K	6
ENOG4106WTW	2
ENOG4106QMT	4
ENOG4106AYU	3
ENOG4107N1M	2
ENOG410731N	2
ENOG4107MHQ	5
ENOG41087PC	2
ENOG4106QMV	3
ENOG4106AYW	10
ENOG4108X16	2
ENOG4106AYV	6
ENOG4108X17	4
ENOG4106AYQ	7
ENOG4107MNK	1
ENOG4108QI6	4
ENOG4106FVW	3
ENOG4106FVV	3
ENOG4106FVU	3
ENOG4108X15	14
ENOG4108M88	2
ENOG4108M89	13
ENOG4106FVQ	3
ENOG4106FVP	3
ENOG4108M84	5
ENOG4108M85	6
ENOG4108M86	4
ENOG41062ZX	3
ENOG4108M80	6
ENOG4106FVZ	4
ENOG4106FVY	4
ENOG4106FVX	4
ENOG4106FVG	3
ENOG4106FVF	5
ENOG4106FVE	4
ENOG4106FVD	4
ENOG4106FVC	3
ENOG4106FVB	3
ENOG4106FVA	3
ENOG4106GUR	2
ENOG4106FVN	3
ENOG4106FVM	5
ENOG4106FVK	1
ENOG4108QI9	5
ENOG4106FVI	6
ENOG4105VG5	3
ENOG4106NKS	2
ENOG4106MRD	2
ENOG4105EE9	8
ENOG41069FP	5
ENOG41069FQ	2
ENOG4105Y90	10
ENOG4105Y91	3
ENOG4105TG9	15
ENOG4105Y93	14
ENOG4105Y94	3
ENOG4105Y95	4
ENOG4105Y96	2
ENOG4105Y97	5
ENOG4105TG3	6
ENOG4105TG2	2
ENOG4105TG1	2
ENOG41062ZP	10
ENOG4105TG7	2
ENOG4105TG6	3
ENOG4105TG5	7
ENOG4105VG0	13
ENOG4108K2H	5
ENOG4107MHR	3
ENOG4108K2J	5
ENOG4108K2K	10
ENOG4108K2M	4
ENOG4105CI8	15
ENOG4106AYD	5
ENOG4105CI6	15
ENOG4105CI7	2
ENOG4108K2B	12
ENOG4105CI5	15
ENOG4105CI2	15
ENOG4105CI3	15
ENOG4105CI0	12
ENOG4105CI1	15
ENOG4108K2X	8
ENOG4108K2Y	5
ENOG4108K2Z	11
ENOG4106NKK	4
ENOG4108K2P	4
ENOG41062ZK	4
ENOG4108K2R	14
ENOG4108K2S	3
ENOG4108K2T	3
ENOG4108K2U	2
ENOG4108K2V	4
ENOG4108K2W	3
ENOG4108WH4	2
ENOG4107RHJ	11
ENOG4105EE3	5
ENOG4105CIZ	14
ENOG4106AYC	8
ENOG4105CIX	7
ENOG4105CIY	15
ENOG4105CIV	13
ENOG4105CIW	15
ENOG4105CIT	15
ENOG4105CIU	14
ENOG4105CIR	3
ENOG4105CIS	4
ENOG4105CIP	13
ENOG4105CIQ	7
ENOG4105CIN	15
ENOG41062ZG	4
ENOG4105CIM	15
ENOG4105CIJ	3
ENOG4105CIK	1
ENOG4105CIH	15
ENOG4105CII	15
ENOG4105CIF	13
ENOG4108K21	7
ENOG4105CID	15
ENOG4108K23	11
ENOG4108K24	9
ENOG4108K25	4
ENOG4108K26	6
ENOG4107RHK	4
ENOG4105TGK	9
ENOG4105Y9A	9
ENOG4105TGI	7
ENOG41062ZD	4
ENOG4105Y9D	7
ENOG4105Y9E	2
ENOG4105Y9F	4
ENOG4105Y9G	3
ENOG4105Y9H	5
ENOG4105Y9I	5
ENOG4105Y9J	2
ENOG4105Y9K	10
ENOG4105TGG	5
ENOG4105TGF	5
ENOG4105Y9N	6
ENOG4105TGD	2
ENOG4105Y9P	2
ENOG4107835	7
ENOG4105Y9R	2
ENOG4105Y9S	4
ENOG4105Y9T	1
ENOG4106NKF	2
ENOG41061X3	2
ENOG4105Y9W	5
ENOG4105TGS	7
ENOG4105Y9Y	6
ENOG4105TGQ	4
ENOG4107013	3
ENOG4105TGW	2
ENOG4107RHH	14
ENOG4105TGU	15
ENOG4105ZZV	1
ENOG4106AY5	5
ENOG4107836	4
ENOG41087RE	5
ENOG4108QIR	1
ENOG4106AY7	3
ENOG4107830	2
ENOG4108QIP	6
ENOG4105P5K	3
ENOG4107833	1
ENOG4108QIW	5
ENOG4108WH3	7
ENOG4106MRE	2
ENOG41070RY	4
ENOG41062Z9	8
ENOG4107I3Z	3
ENOG4105IHR	3
ENOG4107I3U	4
ENOG4107I3V	15
ENOG4107I3W	4
ENOG4107I3P	7
ENOG4107I3Q	1
ENOG4107I3R	1
ENOG4107I3S	3
ENOG4107I3M	12
ENOG4107I3N	2
ENOG4107I3H	2
ENOG4107I3I	1
ENOG4107I3J	3
ENOG4106NK1	5
ENOG4107I3D	4
ENOG4107U93	2
ENOG4107I3F	3
ENOG4107U91	13
ENOG4107U96	11
ENOG41062Z5	3
ENOG4107U94	2
ENOG4107U95	1
ENOG4107U9J	13
ENOG4107U9K	3
ENOG4107U9H	9
ENOG4107U9I	2
ENOG4107U9N	1
ENOG4107I39	2
ENOG4107U9M	2
ENOG4107U9B	14
ENOG4106NK4	3
ENOG4107I36	10
ENOG4107U9A	4
ENOG4107U9F	15
ENOG4107U9G	10
ENOG4107U9D	7
ENOG4106AY8	7
ENOG4107U9Z	6
ENOG4107W1C	1
ENOG4107U9X	2
ENOG4107U9Y	1
ENOG4108RAZ	3
ENOG41069F2	2
ENOG4107U9R	1
ENOG4107U9S	2
ENOG4107U9P	12
ENOG4106NK7	3
ENOG4107U9V	5
ENOG4107U9W	12
ENOG4107U9T	3
ENOG4107U9U	12
ENOG41076RF	8
ENOG41075MM	2
ENOG4107MHK	5
ENOG4107PDW	7
ENOG4106N4A	4
ENOG4106N4C	3
ENOG4106N4B	4
ENOG4106N4E	1
ENOG4106N4D	4
ENOG4106N4F	4
ENOG4106N4I	7
ENOG4106N4H	3
ENOG4106N4J	3
ENOG4106N4M	4
ENOG4106N4N	3
ENOG4106N4Q	6
ENOG4106N4P	3
ENOG4106N4S	15
ENOG4106N4R	3
ENOG4106N4T	6
ENOG4105URK	4
ENOG4106N4V	10
ENOG4106N4Y	2
ENOG4106N4X	7
ENOG4106N4Z	5
ENOG4107C4R	7
ENOG41079ZG	5
ENOG41079ZF	4
ENOG41079ZE	4
ENOG41061IH	1
ENOG41079ZC	3
ENOG41079ZB	4
ENOG41079ZA	7
ENOG4108HFS	1
ENOG4108HFR	2
ENOG41079ZM	12
ENOG4107UWC	3
ENOG41079ZK	1
ENOG41079ZJ	8
ENOG41079ZI	5
ENOG41079ZH	6
ENOG4108HFK	4
ENOG41079ZV	5
ENOG4108HFI	13
ENOG4108HFH	3
ENOG41079ZS	5
ENOG4108HFN	2
ENOG4108HFM	13
ENOG41079ZP	6
ENOG4108HFC	2
ENOG4108HFB	6
ENOG4108HFA	3
ENOG4107NBX	3
ENOG4108HFG	3
ENOG41079ZZ	4
ENOG4108HFE	4
ENOG4108HFD	3
ENOG4108HF9	2
ENOG4108HF8	4
ENOG4108HF1	12
ENOG4108HF0	9
ENOG4108HF7	4
ENOG4108HF6	2
ENOG4108HF5	3
ENOG4108HF4	6
ENOG41079Z7	7
ENOG4105S9K	3
ENOG41079Z5	10
ENOG41079Z4	3
ENOG41079Z3	4
ENOG41079Z2	4
ENOG41079Z1	3
ENOG41079Z0	9
ENOG4107UWK	3
ENOG41079Z9	4
ENOG41079Z8	4
ENOG4105P5P	3
ENOG4106N41	2
ENOG4106N40	4
ENOG4106N43	1
ENOG4106N42	3
ENOG4106N44	2
ENOG4106N47	3
ENOG4107NBZ	2
ENOG4106N48	2
ENOG4107QVH	2
ENOG4105P5S	4
ENOG4107MHF	3
ENOG4107RHA	15
ENOG4108R28	5
ENOG4108YMI	1
ENOG41077DS	7
ENOG4108VPV	6
ENOG41077DQ	1
ENOG4108VPT	10
ENOG4108VPS	13
ENOG4108VPR	6
ENOG4108VPQ	8
ENOG4107MHA	4
ENOG41069FD	1
ENOG41077DZ	4
ENOG41077DY	2
ENOG41077DX	2
ENOG4108VPZ	1
ENOG4108VPY	13
ENOG4108VPX	14
ENOG4108VPG	15
ENOG41077DB	5
ENOG41077DA	6
ENOG4108VPD	3
ENOG4108VPC	14
ENOG4108VPB	4
ENOG4108VPA	3
ENOG41077DD	5
ENOG41077DK	2
ENOG4107SRI	3
ENOG41077DI	4
