Sample Label,Species,GROUPS,Fresh (0) Spent (1) MEDIAblank (2) buffer blank (3),Spent media species,replicate,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
360.3,360,2,0,0,3,2984.53563,322166.6224,373484.0055,379690.8611,1668165.691,786438.3634,567777.83,62105.66995,106005.0357,212203.6098,586879.9695,20336.92031,835397.7875,161862.9257,282788.0744,101957.4155,194697.3551,246289.7425,55209.22835,35328.92108,256469.0614,261885.5294,80620.77515,166394.7767,34619.42639,142808.6096,680475.2706,40881.13913,45159.3132,145811.8084,160073.268,157415.3036,224725.5063,225579.0133,133699.005,70983.86983,185687.6068,60353.86069,419023.3124,374902.1904,2713.401591,18804.12708,76574.59942,3277.529287,1913.696859,752.6033779,5517.003009,19790.62109,3313.869039,3748.504974,644.3572828,1522.082534,256.2396574,3567.035407,1723.67262,3052.839188,1958.090425,2862.408323,402.0976962,115.5452777,590.6664523,63760.77088,113430.696,58618.50041,91520.02691,64858.44674,277008.2123,6629.487275,6414.417867,16725.97964,25636.69376,8350.808111,4603.607311,21482.57036,2807.625882,1558.91492,16180.81746,4913.290939,2003.197027,2245.760807,3581.590525,6735.015323,3136.694343,3779.8323,1219.74118
492.500.2,492,4,1,500,2,4715.553805,368800.7092,900669.523,622326.0908,1759193.574,797492.4479,512279.0157,74220.33181,79456.66809,223463.2646,298868.3891,19554.31835,793827.5387,585582.0455,305392.663,108247.146,205318.3284,229150.2548,65772.7294,40673.21339,301875.916,304034.0904,76832.06048,174144.1284,38447.11851,142681.2327,683603.039,50043.3251,48191.4773,63651.34715,146465.1913,119501.8692,188591.3576,189632.0932,118748.1213,38991.67082,195849.7174,43692.24562,526814.6542,368331.2613,4688.612753,8110.188891,1590.232208,1245.623801,212.2355913,569.6140075,10499.32335,13827.84278,3948.719812,4367.83076,971.6379129,774.3161184,375.0932321,4402.74451,1104.345071,704.9118366,193.6387885,601.7492545,117.7750693,455.0681669,181.4784318,84044.54362,95058.54795,20795.76541,91163.9633,69521.00921,265330.9729,20031.73331,5908.467427,12858.39022,13036.19425,9470.793614,18907.64743,11990.62594,16060.88714,1427.897278,8406.208822,2560.03114,1977.269125,2326.810755,2046.520954,10426.75608,1058.540815,3821.279797,1210.72147
519.519.1,519,7,1,519,1,2449.756234,246903.084,250693.4074,515619.6225,1558976.294,967731.3181,588057.3686,1175305.172,42706.2739,130811.9428,280538.0644,17273.08147,1040745.031,135233.026,794478.2269,140852.9266,234863.8058,286698.5246,404576.0853,47211.05599,256623.0685,456204.5556,91633.01994,72703.00752,27319.22037,53507.44793,723252.8535,65077.00874,31540.23894,83345.21833,130796.9309,113249.3136,288377.8752,288729.2865,120610.7027,41672.09107,133224.5826,73175.88096,370176.012,267018.0524,651.4343967,3473.036381,709.5069899,954.271872,545.9231867,1249.143454,7339.713241,20955.41701,3742.198502,1416.036598,1430.685116,1079.860872,330.3871901,5314.860114,1704.205041,2295.443987,271.4480802,2222.701853,1404.609229,215.7520979,583.6820222,43861.38626,126416.9832,51357.84154,68723.43417,60607.06066,311213.7852,6614.719668,4640.531751,9592.890562,39347.68804,6610.813084,2623.377846,13488.98466,1659.821733,1169.94558,10914.19909,4304.430436,1548.979873,3350.818193,1230.908604,31458.85245,689.1360016,1791.411457,1849.626976
492.519.1,492,4,1,519,1,1706.952999,155786.264,203083.6068,343693.4851,938042.9986,616710.4892,361423.4396,764476.7151,40779.94271,102429.0325,162938.0616,7870.133177,665527.9969,113012.8991,577738.4081,89028.09471,149100.5052,180671.9493,262020.3447,22026.33495,164753.6265,294582.5947,56207.51169,46448.38492,15736.52824,34787.8143,458261.587,40320.07865,18919.26973,50859.86593,92847.67416,68033.7439,180770.5272,178656.2469,72520.9404,26889.10656,84514.24537,46736.87879,229977.5789,153928.6282,457.5216997,2155.982412,377.7784687,362.2865221,274.2570023,1660.059964,7319.28563,10688.13995,2596.117886,1199.100607,573.6757566,574.1412897,205.4333653,4407.335711,824.2861285,663.8664963,256.4621782,567.3213258,200.516291,169.7539342,365.0109351,26487.58076,78041.60908,31806.62405,42767.8862,35895.39507,189125.956,3700.438245,22771.67507,10115.624,3688.859871,2725.743676,1713.793311,9982.564658,1127.736356,624.5639879,8665.490448,2807.661687,409.7353458,2686.361972,527.8600958,19444.88511,499.0111694,1271.477933,1448.79841
500.356.4,500,5,1,356,4,3892.832337,611051.6079,658256.2071,1312191.111,1149202.845,442197.2358,238680.0489,1394967.172,151706.3384,213660.8365,120149.2456,26267.01134,245983.7933,369532.0378,486984.9359,228412.2594,321977.1322,218320.5514,321229.9336,43627.26742,346011.2175,302927.793,72771.76552,172718.8217,40463.6849,142143.7327,684952.0556,42153.60636,23867.4732,63472.41128,149303.3965,47940.94457,80207.94521,81238.56308,71122.25128,50070.38052,196355.1581,36982.35017,543476.5991,327492.4334,4950.662411,8890.58498,2141.955197,4478.593087,467.053426,2740.107957,5179.832156,20796.72529,3090.978815,1789.136381,2133.660508,4278.819742,464.5681262,3880.829362,6773.768413,4935.004554,391.0066676,4788.944518,2919.37565,615.0579401,66.42813029,92172.14871,91566.01579,43880.40509,94174.04318,77728.64749,263254.9283,8274.414976,7179.172858,13061.95004,8477.072246,22723.15334,11802.27524,6528.717501,9508.678807,4111.690952,4612.799182,6031.075228,4452.337471,7738.306909,2529.236931,7474.241159,1345.04908,4187.961851,1345.728709
361.519.1,361,3,1,519,1,5004.860443,506625.6609,503029.503,1073669.031,3123291.995,1967352.971,1186853.953,2452055.97,584308.2611,331068.2574,572520.9644,35123.48158,2118660.572,276229.6142,1658709.06,292964.9906,480061.8303,584273.095,838376.72,90359.77615,509569.1165,925566.8784,185808.3442,144478.8025,53693.20243,107129.0256,1466188.854,137443.1834,61987.9742,169585.4908,284752.2405,228655.1937,591325.0388,591650.3845,247279.2041,82763.88742,265896.9916,152276.0556,733943.7055,523357.29,1788.830338,7622.074468,1305.111569,1834.684703,646.2910253,2200.123561,17738.0009,36696.41891,5722.177016,2624.594838,2794.267283,2066.272889,681.0300532,5900.68851,2844.857794,4120.230499,672.8005741,3962.104271,2521.652768,526.154112,1267.278791,87652.65758,255419.4338,102248.1626,139417.8413,121053.2454,624941.1743,12744.96533,9444.155931,18859.18808,73665.32533,12909.29099,6234.528103,31745.82117,4089.225391,2015.587977,25218.52566,5197.505073,3096.827583,3110.896763,2212.734191,66114.63249,1205.9999,6687.311745,1781.130171
361.500.4,361,3,1,500,4,3608.060909,367214.1867,569822.7157,519955.0685,1754547.341,754116.5222,517718.4724,77667.64846,327709.3678,242358.2066,933631.6394,28645.68626,750899.2859,304493.8447,312166.2451,104565.1745,202942.3829,223367.991,65157.14737,50764.83997,282054.2277,279205.5297,75364.15463,171528.0919,38278.75729,142360.9742,685041.7041,47944.32749,48238.84967,63222.85115,133192.5192,131123.7694,183398.8532,184388.1202,118843.4616,62209.50052,194405.4439,94837.13098,514445.9488,393480.463,3191.331848,14254.75393,1327.287855,2482.465077,1436.645382,1736.487911,10197.17251,13300.80145,2355.164689,1809.882954,2231.53939,1696.042035,495.5022836,2975.587062,2140.635483,9016.820523,447.9154196,8818.766279,3019.223012,475.9617386,136.4365848,86633.19218,95666.49447,21655.27906,91879.71476,77552.3257,267615.7288,19685.63529,6149.283477,10776.48976,7771.431995,18658.3492,16611.70975,6783.247834,13554.74889,1723.940448,4225.513457,5763.907452,4551.396805,3290.681081,2798.548169,21856.14652,1205.714651,4591.52058,1358.618215
502.502.4,502,6,1,502,4,3047.936028,357162.2635,460745.7326,490471.5512,1648733.789,718415.6442,458124.8691,71600.60811,147593.7175,209588.2159,306622.9024,26407.78541,694671.2093,211422.4899,425259.1813,101736.5493,197613.4866,210424.5922,58453.70673,38229.51618,285348.3496,537927.6008,69845.70283,164253.4565,38198.55671,133318.0734,647185.6401,50035.54278,47349.22992,114458.3739,111879.6154,115806.6199,167958.7663,169313.3612,110693.761,67130.63116,192773.8758,39372.9868,516147.9898,378135.9455,4422.166146,8771.524488,40037.29039,10969.11063,714.8424819,12509.38289,7395.754017,18444.50274,2351.619865,1681.851204,2143.456873,3873.270541,452.3129582,3046.810813,5717.811839,9844.28896,775.2837087,9561.052235,2947.499189,139.6437784,55.54523872,85644.86383,89841.23532,42565.999,88393.74509,74838.69417,252704.7909,8363.424456,6037.084405,11598.49299,11089.37344,17600.16011,6029.89535,5369.837276,4295.573694,3815.422209,3931.487495,5445.06178,4419.418715,5592.700191,2556.596401,6284.45203,1663.488773,4193.519605,1153.995848
502.360.1,502,6,1,360,1,2787.076159,315465.4566,375206.6749,391568.2785,1625104.684,745601.8021,545433.0391,72806.69768,189937.1714,196004.3171,553363.7615,20588.6126,790289.9746,168173.1125,286430.188,99924.62817,188659.568,234909.1568,55314.1713,43177.67742,249737.4725,265306.2095,77284.62086,156001.0874,33976.16171,129975.9164,655808.641,42052.88521,46731.96678,138470.3192,152852.2613,144117.9463,206945.3245,207720.0566,124813.2292,70288.96198,180704.2002,60395.10436,419547.9551,362506.1074,2431.03448,18594.73093,73819.27822,3318.520286,1843.741473,697.4091491,5237.831107,20029.86338,3166.648122,3309.674248,543.4557151,1095.460548,244.7336467,3294.36024,1194.160119,3101.989439,1999.404008,2859.499802,189.9536005,16.40943707,364.3484875,64059.71834,107515.2759,54974.39934,88009.29516,63080.81832,265937.2321,7333.483462,5833.203835,13953.97761,46833.80048,8604.795125,4529.673225,20632.55963,2917.588898,1545.937399,15342.42494,4263.066795,1871.690877,2036.626884,3179.009295,6919.017569,3190.214999,3943.302061,788.4691592
BLANK MEDIA 3,0,0,2,0,3,3042.931423,334235.4099,425462.8727,456291.1797,1489616.406,654486.0677,412329.9509,58816.4518,50628.63498,242282.5823,271554.8347,24135.93083,638705.8802,184755.2012,237353.383,93134.96651,181885.5582,191519.5937,52200.73755,29325.12296,251172.3262,242170.1572,64950.25695,150188.2542,31598.26794,122099.8036,588322.7833,42217.54592,39033.13429,147235.6892,111798.1735,109315.4093,154300.8396,154983.256,104240.1635,64604.8915,175729.1248,36494.5743,470857.4614,333752.8114,4330.285788,7645.227675,71159.48708,12866.27398,246.560983,1018.586397,5688.153335,18463.45908,2563.100882,1446.721302,1794.114625,1348.299399,354.5814322,14720.05859,1802.685844,4048.252284,416.5944741,3902.101888,2338.838972,97.74872492,101.4077988,78719.60229,78800.33757,38009.28596,82432.27166,67821.4543,228791.0962,7464.151912,6801.528781,36457.20689,9483.645969,11733.15477,3442.419106,4335.055235,2306.139683,1409.039781,3875.263767,13925.75642,3691.745097,12361.6386,2313.831351,6156.675558,1099.241055,2203.116932,2259.659837
500.502.2,500,5,1,502,2,3182.486045,349976.4081,469105.1786,481702.2585,1609069.357,707563.8166,455068.0454,65925.33278,144067.9488,201996.7072,299398.1377,26015.17065,684166.8742,216353.6209,411704.9108,99415.42382,191911.727,208062.9374,57099.60705,39985.29522,277139.9881,517436.9434,69232.16628,160160.3208,36236.19792,129376,632424.4971,48167.86638,46703.80038,112309.1197,125944.4272,115404.7598,165382.011,166249.095,106852.9996,65342.99527,187782.8755,41568.49751,500907.555,368672.9512,4407.779367,8609.386587,37503.73096,11495.45474,669.6324869,11882.6994,7525.753422,18949.47168,2448.78549,1686.444637,2062.112109,3953.924919,458.8802328,3154.410732,5943.505955,9047.334496,489.8563321,8831.383356,3071.725597,426.1740933,11.82548119,82538.73573,86924.98984,39149.7608,86919.56515,73140.38906,246147.2609,10074.80905,6224.369575,11860.42515,26842.76621,17266.91061,5835.82109,5003.615623,4454.441886,4195.181426,3731.080771,5198.824616,4200.21665,6153.877956,2591.270612,8004.220264,1148.671669,3784.244815,1153.323418
360.1,360,2,0,0,1,2733.668086,302856.857,351889.6083,357788.6244,1566623.775,740831.1094,532849.1995,57995.54172,99869.81471,199268.3293,550156.7547,18865.67104,786408.1168,152114.3162,265130.7535,96018.76962,183172.5666,231091.6602,51877.79631,33122.75383,241851.1929,245977.6622,75828.12854,156874.0339,32597.14304,134444.7449,640957.6832,38473.75117,42521.64307,136988.4954,152765.3775,148310.5138,211300.6399,211814.1144,125122.2377,66528.05474,175032.8975,56083.43018,393678.2071,352513.2116,2639.927075,17842.1615,71914.33682,3159.274844,1807.467576,832.5636861,5337.34407,18876.64897,3138.269307,3549.858805,569.9776834,1425.061937,240.194233,3041.116883,1509.955125,2648.968995,1944.231756,2449.856442,383.0581888,29.0249554,428.8431153,59418.2556,106078.1639,54740.16154,86334.79161,60737.41173,259901.3574,6566.744607,6121.324678,18465.91808,14677.37455,7411.544861,4350.484457,20121.92797,2593.923182,1434.153145,15100.46771,4713.469708,1851.360817,2039.205599,3447.142135,6202.003927,3107.840825,3734.229805,1025.396054
492.361.4,492,4,1,361,4,3101.81501,362479.2453,460990.1202,489544.2902,1678329.046,720916.923,468748.025,74621.49645,209204.2962,218077.0452,1005521.621,28393.09431,711755.4212,221959.5172,345989.7552,102809.2122,200424.7708,215316.349,59440.69605,50884.9441,280751.9869,271286.3057,72816.15869,167279.8354,37236.01962,141599.266,658157.0691,50140.89913,46973.97031,60626.59504,125877.2386,119078.5836,171487.3654,172764.7269,109642.332,60394.43434,184569.3027,105737.4208,520348.0843,379248.2915,2902.126081,9622.976925,1058.058024,1581.929789,792.3130042,963.4933866,8672.498791,12274.33988,2271.116724,1816.620393,1983.497605,1265.549485,373.4377821,2606.963662,1592.345749,4366.911911,462.6025448,4250.445249,2590.589715,36.4003417,60.7456753,87762.78666,92875.52318,44973.00228,88876.30811,75049.30035,258321.8316,7790.523213,6577.934442,8933.153353,7580.776445,15340.4266,10575.73679,18762.73465,3487.138129,1973.725226,14688.78276,5132.199888,4334.16505,3154.707742,2665.922069,21463.79677,1689.417379,4598.999498,1436.51799
500.361.4,500,5,1,361,4,3249.531834,378142.6692,480436.9256,507507.9475,1748666.114,753531.7593,489554.4816,76534.97147,154207.0701,221835.4583,1048003.781,29775.15991,741957.5381,229574.7421,357453.8054,107037.7533,208828.3485,224439.0808,61979.15447,42894.09216,291011.865,282052.5373,75750.82989,174620.3724,38715.86967,147641.6022,685845.2541,52011.48556,49143.7363,63243.64201,134267.7562,123832.2471,178160.6906,179495.1068,114166.5481,63262.46959,192380.1341,109581.9479,541933.5444,395166.2226,2873.650182,9644.977103,1499.800581,1773.725344,784.7276264,1068.021842,9180.692488,12746.7,2201.539443,1834.970178,2222.607814,1171.408535,504.0052157,2729.631036,1446.677733,4782.402555,561.6660241,4651.30538,2798.793984,200.7681666,18.79962024,91453.37115,96632.8337,46363.59379,92515.44507,78319.40762,268710.8072,8076.40126,7169.205521,10170.27876,7791.051208,16302.81259,6414.437612,19163.48556,3692.164223,2122.89747,15046.11088,5459.185157,4629.893553,3418.465692,2825.287261,22410.06059,1680.940191,4509.840597,1215.468597
361.502.2,361,3,1,502,2,3363.930509,382029.9065,488781.5787,518127.123,1760424.821,761195.9349,492716.1778,78957.43478,336735.9888,240823.5735,618200.5186,30132.75622,747298.9817,233565.9206,454116.9457,109056.4485,211166.4472,227990.7996,62822.31639,51401.91166,304659.3376,565596.9312,76269.27992,173758.9605,39990.93904,143210.4925,692539.3231,53095.98212,49240.98807,78638.76741,133517.2066,127001.0149,182290.6301,183470.8239,117432.0657,66279.37358,198452.1302,65734.60587,545384.4525,402357.4977,4284.07262,14522.19899,14208.62793,3663.641216,1420.416419,5519.121001,8999.369647,16461.88199,2306.655368,1816.663244,2282.067797,1917.886694,526.9861606,2902.161218,2614.433834,10628.93461,925.0800534,10340.72592,3277.889261,102.0617468,108.3316769,90786.71267,98173.41318,46749.02939,93978.68718,80090.78834,271665.5677,7863.490611,7414.417212,10776.00845,8390.83856,27424.70347,9842.460504,6877.312696,7396.415058,2118.35587,4738.286298,5950.997418,4762.841367,3492.306028,2788.554254,7524.408838,1977.613244,4717.465168,1292.082352
492.500.3,492,4,1,500,3,4535.572314,364704.8869,860321.0045,610867.5494,1754116.238,792175.2512,511386.7089,74842.9185,82507.09197,224212.1503,316957.1866,20247.72618,807432.6988,554121.5389,286575.6419,106845.3517,203806.6023,228382.3322,65575.72148,41871.54929,310943.0462,297371.6811,76827.81926,175104.9049,38333.46401,142291.5247,681170.8596,49636.82593,48440.66387,64470.86568,135667.5522,125764.3243,187212.6188,188413.8412,119617.1838,39787.09779,197468.0287,44169.06993,526056.8085,381930.693,4746.442256,8783.161524,1954.285691,1191.266071,309.1219366,5072.653374,10063.57679,18866.57686,4929.409998,3525.775545,1593.60324,2545.638449,477.8764724,5077.624353,4052.745304,868.5661809,409.4684955,770.1063406,316.5378599,527.0337454,178.3807514,84264.2894,95803.99025,20983.63348,90825.8072,71272.93574,265424.0473,19834.12931,6225.108365,12377.72957,12674.07583,9503.874405,17331.91871,9532.621257,14646.8935,3022.727468,6385.644806,3637.35035,1899.989743,5926.540453,1967.162525,10838.69353,1137.046322,3877.028131,1063.771419
360.519.R2.2,360,2,1,519R,2,5924.99202,585163.622,569506.7213,1136591.119,3453630.187,2139087.175,1286117.885,2284188.161,638678.9922,316093.2222,685540.7691,40441.98391,2320985.603,302799.5891,1895591.003,327680.469,539725.7302,635200.1224,785954.7276,83114.82571,563870.8234,1057319.679,197826.7911,164008.1689,62699.91204,121465.1843,1611666.346,165377.4808,70664.72177,185227.8607,303569.9482,261467.5027,644422.6657,647032.7906,263821.6972,99417.90209,297503.3112,162418.0949,838672.7119,619118.7986,1782.111964,7596.076557,2071.585637,2275.712733,810.7566774,4049.557757,17176.80998,50237.35339,7752.547643,2801.539992,2916.82345,2805.285891,760.888741,10852.96093,4260.928389,4645.480849,718.6821815,4474.013569,2398.950654,512.1909345,1173.084073,104074.7896,278463.5918,114914.7372,158013.1227,135405.9657,690173.6499,14955.30891,8675.443086,22218.32183,13326.82573,15987.30406,6829.774963,32898.15312,4192.13254,2967.873161,26298.3127,9076.360202,3718.520532,8291.692474,2530.629155,67775.44079,1987.781047,8063.184637,2015.490689
500.356.2,500,5,1,356,2,3981.78012,618335.2699,664806.7473,1323715.249,1157631.203,446505.1121,240174.4472,1403157.636,164297.0271,219859.9854,121025.648,26334.84814,248110.3628,373038.246,491251.2977,227633.2726,324424.6863,219221.9592,323406.4344,44138.5933,349437.6724,305157.0429,73333.51765,174218.6673,40848.55145,143201.6671,690331.3431,42549.90193,24225.21516,64228.41473,147737.8226,48978.93537,80781.3256,81866.99994,72189.87518,50578.90899,198070.8367,37123.76402,547749.8277,330077.1566,5019.80572,9245.744015,2192.138367,4481.069527,593.0972783,2844.983246,5103.929137,21085.97548,3099.536316,1868.238494,2056.624248,4304.260697,486.9794764,3969.800927,6844.208124,5126.557752,437.6228318,5011.302933,3030.263319,593.9163857,82.43741958,93003.29193,92232.26005,44063.35321,95269.28415,78231.4871,265051.8595,8259.754647,7223.377493,13007.59962,8524.548346,23068.59281,11911.91339,6611.739664,9445.73822,4205.428366,4606.821079,6055.71299,4566.471952,7786.886102,2568.423459,7454.874252,1310.660907,4414.021316,1635.243008
356.360.2,356,1,1,360,2,7740.619163,984431.7735,1082890.237,1259867.828,3729567.656,1686017.443,1142851.895,2228088.802,756944.6341,408899.6227,591771.1159,49939.8516,582922.1857,624624.0417,1683139.954,296346.9266,511452.3662,596061.386,709455.6204,83855.3365,630684.181,655786.6535,194711.2567,393947.7587,86190.17913,353134.8044,1625863.758,90530.38542,107050.4673,146939.5599,311689.0819,134580.9288,512418.9251,517434.8264,262815.3732,86958.27962,418761.6263,124722.1347,944989.3105,691471.2251,5208.893971,42424.6407,2074.483654,7949.911941,5243.507914,1977.320726,4637.904946,39741.07276,6836.938515,8514.674087,831.7047224,2311.054741,404.4499614,8019.673198,2496.095405,7477.128464,5922.711996,7107.611859,282.4555677,96.89584036,388.0698722,133841.0104,286660.5313,154899.1359,253356.4484,146494.0139,641445.1926,13555.93268,11548.88812,26570.69346,16326.22831,19935.28167,19919.22011,52460.25947,11226.98052,4147.577119,37602.77328,11657.3635,5010.45338,5977.476506,6783.434273,14966.71493,9230.036799,9588.645564,2548.106769
500.356.3,500,5,1,356,3,2843.731735,444666.5075,482051.7783,961857.283,829048.9072,324504.65,172029.716,1016187.025,125665.0488,155201.4884,83497.80543,17698.20568,183694.7908,258465.5451,354634.4839,169498.3182,233183.421,160857.4176,233782.9947,31653.86109,250276.152,219615.4457,53356.10621,126344.3275,27647.23558,101851.6323,494586.5114,29426.63218,17855.07796,45567.03665,106987.8177,34031.40846,58475.27317,59204.00706,50760.1666,35105.83051,147002.3807,27173.96492,390235.5022,235644.592,3769.672745,6593.574366,1338.011028,3356.55892,349.9575631,2335.987914,3662.650765,15368.96809,2285.511578,1369.949775,1601.126181,3460.937903,341.1711993,2747.099289,4932.770942,3619.712299,287.0525605,3521.482739,2152.254929,683.8600292,166.8412713,65182.14406,65014.79422,30420.32554,68542.87689,57308.23221,190192.7974,6047.049927,6140.561622,15874.61244,9891.370899,10230.62454,8310.504639,4464.559085,6494.641165,4308.153377,2969.941137,4251.631297,3041.58753,5683.204817,1888.436919,5209.686819,1100.330125,3208.025383,863.3316663
360.500.R2.4,360,2,1,500R,4,3554.474752,343280.2008,548797.5578,496167.1345,1594037.272,709414.0455,459031.4339,65427.58055,289836.8193,192883.2527,311212.4031,25300.9226,695055.2238,284431.2203,255669.582,96972.49313,187692.2668,205658.7388,58732.49299,37458.53496,262116.6332,257723.0626,69378.79394,159561.422,34678.04373,129190.4131,631542.8033,42930.2256,41815.85462,153266.4412,122674.3046,119712.3895,168236.008,168695.0569,104419.8399,67120.21949,188624.1137,39651.43968,487932.4252,362527.6736,4591.724999,8719.832794,75661.84791,10265.29208,583.1814137,4341.833706,8286.960093,18187.34881,3215.117013,1719.394507,2045.158344,6230.047656,394.8051974,3287.945693,10125.58713,8350.815915,360.1417686,8173.462157,2706.77023,356.5779296,314.8282931,80115.42918,83893.98157,16701.20062,85791.41617,71440.76019,242425.3869,17307.47787,7290.421903,10667.00253,9062.463099,16021.68865,8895.968445,4878.008091,6872.056581,5951.76788,3824.20572,4938.699903,3972.723163,9317.963432,2368.037142,15439.40864,954.3222418,3802.423418,903.6017182
519.500.1,519,7,1,500,1,2812.370957,264453.6992,349431.4441,548120.5191,1584308.511,955363.5057,583016.2871,971661.5639,254567.4695,155395.209,290527.2902,18629.33244,1016310.47,211210.5293,800764.5767,138273.2924,231105.5811,282949.3395,344525.9904,93099.88268,256808.5561,486475.5256,89628.76123,78353.49887,28682.32566,53996.39767,722780.4809,78187.53233,33195.37533,80492.64929,140293.0885,117595.7978,281472.5209,281474.2543,119479.9877,45444.46318,141306.7922,68745.93193,383440.4262,293947.4995,947.2998418,5156.233911,714.0989353,1534.001701,595.5717517,2955.287496,8431.717301,26777.75176,5849.874919,1386.35383,1281.941063,6360.726479,375.2431685,3932.946869,10673.33386,3956.257704,308.4496138,3812.530272,1109.743503,1644.572301,564.5898612,48672.95264,122046.717,16768.49494,71221.31149,61880.80831,308353.5805,17601.52242,4736.751014,9315.010987,12840.79913,8637.111856,8261.437751,4564.673152,6716.459938,6308.717834,3184.779248,2784.357025,1690.233393,9295.986305,1355.800133,52131.04456,587.4154964,3412.291192,525.4965334
356.492.4,356,1,1,492,4,4172.140355,610241.5141,708662.9064,1307319.579,1180145.452,443531.2536,238724.0721,1374489.714,72226.67118,204324.2334,120095.9905,19156.16467,242375.5344,431807.839,455702.4391,226270.9106,320513.5023,223414.8981,310696.4316,57434.30687,368342.4418,333650.7688,75041.59252,172415.7301,40669.37839,143820.4709,684915.2198,44187.84185,29876.38648,62242.76837,125835.2947,43910.16354,79328.04046,80536.23249,71206.79298,44199.4614,194452.461,36651.15793,558550.0439,312877.0221,4878.141455,9362.350607,1903.194229,999.5674811,361.4898585,11069.33477,2295.003259,18648.87197,5776.299919,2932.641275,1277.763288,3032.012652,435.1194997,10150.84706,5202.490885,1284.059872,358.4510482,1184.50982,-6.120884191,73.43947453,64.45972924,90587.52038,94278.48124,45671.64678,92442.07895,72265.75407,264794.1097,7768.081235,7176.887152,10824.9851,9877.067946,13160.42626,11996.49455,10021.95236,9494.628595,3477.812935,7102.098207,8335.69135,2343.920121,11983.75578,1921.813613,6668.367426,1304.564317,4177.807175,1189.143966
492.502.4,492,4,1,502,4,4061.260287,379266.4844,687996.3876,577485.8174,1773347.586,774128.0102,494404.8702,78117.96247,81970.89488,215348.531,325801.5576,22130.35948,778718.8946,412995.6088,460951.5761,110978.5499,212723.6539,232122.2272,63578.07748,41130.89638,315549.6625,583494.4262,77969.2509,174431.8874,39371.12153,143168.0021,692764.0351,52312.60826,48494.6232,62557.43958,116946.1376,123342.9993,182366.7604,184209.6574,121358.7141,49712.25737,196643.4625,39324.93014,549583.7005,396203.8913,4625.987475,10042.59917,1815.319662,1000.516169,337.3692294,16604.35369,9231.566809,25938.00924,7242.322353,3704.932688,1608.13866,1938.130197,461.7121075,10664.77024,3195.617318,931.621797,223.0787931,847.7396671,227.4295872,-0.423242267,175.1927933,89539.77517,100480.8816,48173.54391,93104.83962,74985.481,270978.6153,7603.224254,7558.492738,11689.68916,10371.03302,19214.84101,8007.081053,9627.629574,5854.592354,2750.431033,6972.575336,8348.032363,2308.854284,10359.73718,2081.449851,5607.748141,1252.319349,4543.056899,993.9412038
502.356.3,502,6,1,356,3,3649.509098,568897.2163,613048.3214,1222356.288,1057718.711,406507.4202,219694.1199,1290247.083,199223.9771,203539.3826,111946.6315,24117.2716,228704.3679,340954.6904,488257.094,213329.6,297571.6162,202020.0186,296350.9683,46679.40396,323073.9747,346569.8903,66925.81379,159699.2258,37474.90334,130942.4359,632189.337,39871.84294,22100.5384,56908.99995,135910.0296,42425.8789,72604.56349,73589.15699,63392.03835,44906.64056,184317.5555,33749.12181,500513.5842,302965.6709,4471.858359,8153.614898,1877.470794,2088.475566,684.9986506,2744.768548,4741.957387,18659.68796,2645.933954,1645.649022,1960.497429,3690.538508,443.1994051,3575.26696,5621.882194,6086.143808,675.0448653,5890.872719,2732.450325,147.583139,26.19153678,85198.69131,84134.63937,40966.53479,86706.72269,72579.74718,242954.7935,7582.98791,6089.782916,10908.49967,8877.751249,15126.98777,8154.707823,5703.522943,6241.521206,4044.259734,4006.055565,5649.505839,4312.074319,6468.803282,2459.328394,6356.678566,1546.038048,4056.128827,1096.60362
500.502.1,500,5,1,502,1,3194.026815,353231.141,473710.8501,483548.1905,1627403.097,715789.7228,462540.0595,67782.58209,148534.0593,199547.3014,303694.3129,26363.01349,691220.7482,220074.0128,416115.5752,100373.9815,194100.4848,210724.3653,58080.13954,39527.537,279111.4006,524258.0114,69171.05769,161723.9689,37500.08917,130989.187,640609.1829,48339.06312,47326.63687,112302.8848,116651.8182,115985.8568,167141.5011,168041.4049,107722.7815,66445.16041,190881.8625,39712.23617,507445.4494,373797.5195,4485.530052,8723.314255,37707.70831,11947.76594,680.7250811,12232.44962,7622.006991,19095.2258,2474.797939,1744.549651,2151.396874,4039.963662,436.5617089,3197.416716,6182.850816,9249.113156,384.3002486,9036.801734,2887.097593,573.0183053,50.07795327,84683.50534,88941.04914,39878.42422,87554.98968,74997.72751,249746.7032,10641.8712,6075.567706,12035.41331,14369.13485,17656.06741,6198.680055,4907.840777,4484.472504,4048.328656,3928.89175,5398.833561,4412.452251,6365.228746,2592.118535,8333.568447,1233.860435,4131.906134,1073.092639
