356	0	1	3
356	0	2	3
356	0	3	3
356	0	4	3
360	0	1	3
360	0	2	3
360	0	3	3
360	0	4	3
361	0	1	3
361	0	2	3
361	0	3	3
361	0	4	3
492	360	1	3
492	360	2	3
492	360	3	3
492	360	4	3
492	361	1	3
492	361	2	3
492	361	3	3
492	361	4	3
492	492	1	3
492	492	2	3
492	492	3	3
492	492	4	3
492	500	1	3
492	500	2	3
492	500	3	3
492	500	4	3
492	502	1	3
492	502	2	3
492	502	3	3
492	502	4	3
492	0	1	3
492	0	2	3
492	0	3	3
492	0	4	3
500	0	1	3
500	0	2	3
500	0	3	3
500	0	4	3
502	0	1	3
502	0	2	3
502	0	3	3
502	0	4	3
519	0	1	3
519	0	2	3
519	0	3	3
519	0	4	3
0	0	2	3
0	0	3	3
0	0	1	3
0	0	4	3
